,Country,Industry,Business Area,Legal Entity Name,Financial Year,Is Current Quarter?,Quarter,Planned Sales Revenue,Sales Revenue,Sales Revenue (Forecasted),Planned Service Revenue,Service Revenue,Service Revenue  (Forecasted),Planned Non Service Revenue,Non Service Revenue,Non Service Revenue (Forecasted),Planned Total Revenue,Total Revenue,Total Revenue (Forecasted),Planned COGS,COGS,COGS (Forecasted),Planned Administrative Expenses,Administrative Expenses,Administrative Expenses (Forecasted),Planned Third Party Expenses,Third Party Expenses,Third Party Expenses (Forecasted),Planned Other Expenses,Other Expenses,Other Expenses (Forecasted),Planned Total Expense,Total Expense,Total Expense (Forecasted),Planned Gross Margin,Gross Margin,Gross Margin (Forecasted),Planned Gross Margin %,Gross Margin %,Gross Margin % (Forecasted),Planned R&D Expenses,R&D Expenses,R&D Expenses (Forecasted),Planned Sales Cost,Sales Cost,Sales Cost (Forecasted),Planned Other Operating Expenses,Other Operating Expenses,Other Operating Expenses (Forecasted),Planned Operating Margin,Operating Margin,Operating Margin (Forecasted),Planned Operating Margin %,Operating Margin %,Operating Margin % (Forecasted),Planned Depreciation,Depreciation,Depreciation (Forecasted),Planned Interest,Interest,Interest (Forecasted),Planned Tax,Tax,Tax (Forecasted),Planned Net Margin,Net Margin,Net Margin (Forecasted),Planned Net Margin %,Net Margin %,Net Margin % (Forecasted),Planned Adjustment to Income,Adjustment to Income,Adjustment to Income (Forecasted),Planned Inventory,Inventory,Inventory (Forecasted),Planned Cash Flow from Operating Activities,Cash Flow from Operating Activities,Cash Flow from Operating Activities (Forecasted),Planned Capex,Capex,Capex - Forecasted,Planned Investments,Investments,Investments - Forecasted,Planned Cash Flow from Investment Activities,Cash Flow from Investment Activities,Cash Flow from Investment Activities (Forecasted),Dividends Paid,Sale/ Repurchase of Shares,Increase in Debt,Exchange Rate Gain/ Loss,Planned Cash Flow from Financial Activities,Cash Flow from Financial Activities,Cash Flow from Financial Activities Forecasted,Planned Net Cash Flow,Net Cash Flow,Net Cash Flow Forecasted,Planned Cash In Hand,Cash In Hand,Cash In Hand Forecasted,Planned Net Assets,Net Assets,Net Assets Forecasted,Planned Other Trade Debts,Other Trade Debts,Other Trade Debts Forecasted,Planned Net Liabiities,Net Liabiities,Net Liabiities Forecasted,Planned Net Working Capital,Net Working Capital,Net Working Capital Forecasted
150,India,Textile,Retail,India Retail Ltd,FY2019,Y,Q3,41701736,44986200,41701736,,,,,,,41701736,44986200,41701736,14556485,8732346,14556485,5305417,9506992,5305417,5189695,7228915,5189695,1304930,1696476,1304930,26356527,27164729,26356527,15345209,17821471,15345209,37%,40%,37%,,,0,14381893,10421482,14381893,1742477,1449929,1742477,-779161,5950060,-779161,-2%,13%,-2%,2198406,1081741,2198406,5784255,5939116,5784255,0,1190012,0,-4365010,-97327,-4365010,-10%,0%,-10%,384062,230299,384062,6521512,6504364,6521512,8324819,13766464,8324819,-9817784,-8933038,-9817784,-9403812,-3011915,-9403812,-19221596,-11944953,-19221596,,,,,5469497,9306624,5469497,-5427280,11128135,-5427280,3577112,2824170,3577112,51800360,54314734,51800360,3422326,1724161,3422326,45903223,40760301,45903223,5897137,13554433,5897137
151,India,Textile,Retail,India Retail Ltd,FY2019,N,Q4,32272084,,32272084,,,,,,,32272084,0,32272084,10676493,,10676493,6968395,,6968395,9074522,,9074522,1926751,,1926751,28646161,0,28646161,3625923,0,3625923,11%,,11%,,,0,11976744,,11976744,4898979,,4898979,-13249800,0,-13249800,-41%,,-41%,1097859,,1097859,6021651,,6021651,0,0,0,-18173592,0,-18173592,-56%,,-56%,341776,,341776,7950507,,7950507,-3859658,0,-3859658,-8008570,,-8008570,-1828296,,-1828296,-9836866,0,-9836866,,,,,7354951,,7354951,-6341573,0,-6341573,1050017,,1050017,41272608,0,41272608,3824125,,3824125,49346009,0,49346009,-8073401,0,-8073401
152,India,Telecom,Telecom,India Telecom Ltd,FY2018,N,Q1,,,0,61508815,62843360,61508815,6700229,8584774,6700229,68209044,71428134,68209044,20498414,24917748,20498414,25543532,26250395,25543532,8430226,6739072,8430226,1712537,2868359,1712537,56184709,60775574,56184709,12024335,10652560,12024335,18%,15%,18%,,,0,,,0,1926355,2122421,1926355,10097980,8530139,10097980,15%,12%,15%,1170025,1678440,1170025,6127019,7992470,6127019,2019596,1706028,2019596,3121390,510081,3121390,5%,1%,5%,457982,470865,457982,5613940,9612111,5613940,17339927,20291555,17339927,-1356830,-3461416,-1356830,-4074453,-7645266,-4074453,-5431283,-11106682,-5431283,,,,,,,0,11908644,9184873,11908644,3870759,3944145,3870759,77693743,84984390,77693743,3452205,2726771,3452205,61563269,65624766,61563269,16130474,19359624,16130474
153,India,Telecom,Telecom,India Telecom Ltd,FY2018,N,Q2,,,0,63262024,71834524,63262024,9844127,8314292,9844127,73106151,80148816,73106151,21236922,23909473,21236922,19900848,17009911,19900848,9387954,7665610,9387954,2878799,2466890,2878799,53404523,51051884,53404523,19701628,29096932,19701628,27%,36%,27%,,,0,,,0,2879396,2081480,2879396,16822232,27015452,16822232,23%,34%,23%,1336709,2055160,1336709,6665523,6610421,6665523,3364446,5403090,3364446,8128972,17057101,8128972,11%,21%,11%,268200,386207,268200,7852636,8734469,7852636,26279777,38191288,26279777,-1178407,-4717151,-1178407,-7134569,-5319400,-7134569,-8312976,-10036551,-8312976,,,,,,,0,17966801,28154737,17966801,4035795,4414160,4035795,84994582,93297445,84994582,2613459,2217467,2613459,58897378,55350831,58897378,26097204,37946614,26097204
154,India,Telecom,Telecom,India Telecom Ltd,FY2018,N,Q3,,,0,79645768,72864910,79645768,6803010,5093010,6803010,86448778,77957920,86448778,17003540,20835286,17003540,16440145,22543941,16440145,6144816,6502446,6144816,1547550,1058443,1547550,41136051,50940116,41136051,45312727,27017804,45312727,52%,35%,52%,,,0,,,0,1168283,4947094,1168283,44144444,22070710,44144444,51%,28%,51%,2998241,1481738,2998241,7551543,5453623,7551543,8828889,4414142,8828889,30762253,13684683,30762253,36%,18%,36%,221689,140097,221689,5821500,6972083,5821500,53185874,30664628,53185874,-2340992,-4405971,-2340992,-8005261,-5548679,-8005261,-10346253,-9954650,-10346253,,,,,,,0,42839621,20709978,42839621,2754474,3813228,2754474,95024752,88743231,95024752,2624361,2825226,2624361,44928695,58712436,44928695,50096057,30030795,50096057
155,India,Telecom,Telecom,India Telecom Ltd,FY2018,N,Q4,,,0,67586989,62989508,67586989,8696462,9751856,8696462,76283451,72741364,76283451,20894615,18983784,20894615,20480641,15809550,20480641,7991258,5432277,7991258,2062817,2298240,2062817,51429331,42523851,51429331,24854120,30217513,24854120,33%,42%,33%,,,0,,,0,4366750,4521753,4366750,20487370,25695760,20487370,27%,35%,27%,1898537,1950381,1898537,7524047,6038021,7524047,4097474,5139152,4097474,10764386,16468968,10764386,14%,23%,14%,158141,172927,158141,7971073,9686861,7971073,30515121,37505929,30515121,-7433634,-2483849,-7433634,-3443812,-2133145,-3443812,-10877446,-4616994,-10877446,,,,,,,0,19637675,32888935,19637675,3407613,4102643,3407613,87662137,86530868,87662137,1802533,3558538,1802533,57598614,50604142,57598614,30063523,35926726,30063523
156,India,Telecom,Telecom,India Telecom Ltd,FY2019,N,Q1,,,0,69598270,73736314,69598270,8954244,5581316,8954244,78552514,79317630,78552514,17072030,23844289,17072030,15103845,28168606,15103845,9966600,5164708,9966600,2144568,1265777,2144568,44287043,58443380,44287043,34265471,20874250,34265471,44%,26%,44%,,,0,,,0,3495033,1016511,3495033,30770438,19857739,30770438,39%,25%,39%,2990298,2198919,2990298,5179940,6768179,5179940,6154088,3971548,6154088,22426708,11316931,22426708,29%,14%,29%,120738,185721,120738,6488010,7268033,6488010,40369484,29510412,40369484,-4810548,-5795459,-4810548,-1750666,-8227817,-1750666,-6561214,-14023276,-6561214,,,,,,,0,33808270,15487136,33808270,3904179,4709898,3904179,88944703,91295561,88944703,1522652,2893701,1522652,49304728,62353592,49304728,39639975,28941969,39639975
157,India,Telecom,Telecom,India Telecom Ltd,FY2019,N,Q2,,,0,75984083,74225162,75984083,9405372,6413731,9405372,85389455,80638893,85389455,22685305,16343499,22685305,28871843,26079770,28871843,8392262,8893864,8392262,1244054,1913807,1244054,61193464,53230940,61193464,24195991,27407953,24195991,28%,34%,28%,,,0,,,0,2278888,2902579,2278888,21917103,24505374,21917103,26%,30%,26%,2952096,1175629,2952096,7705389,6640617,7705389,4383421,4901075,4383421,12780389,14139311,12780389,15%,18%,15%,331957,318699,331957,6630185,5871693,6630185,31831341,31871395,31831341,-1770789,-4165365,-1770789,-1890539,-4367735,-1890539,-3661328,-8533100,-3661328,,,,,,,0,28170013,23338295,28170013,1586017,2582341,1586017,93605657,89092927,93605657,3262417,3878778,3262417,66734769,60012297,66734769,26870888,29080630,26870888
158,India,Telecom,Telecom,India Telecom Ltd,FY2019,Y,Q3,,,0,61186429,62663082,61186429,8086153,5158110,8086153,69272582,67821192,69272582,18938526,23962105,18938526,23539055,23017324,23539055,8055424,5326117,8055424,2671091,1482492,2671091,53204096,53788038,53204096,16068486,14033154,16068486,23%,21%,23%,,,0,,,0,3376849,2135900,3376849,12691637,11897254,12691637,18%,18%,18%,1195137,1704824,1195137,6128299,7282109,6128299,2538327,2379451,2538327,5220148,3940518,5220148,8%,6%,8%,239696,158270,239696,7955005,9484143,7955005,22081475,23244491,22081475,-3900750,-8505931,-3900750,-3180853,-8482547,-3180853,-7081603,-16988478,-7081603,,,,,,,0,14999872,6256013,14999872,4513871,2194677,4513871,81741458,79500012,81741458,1559406,2835616,1559406,58140351,58759554,58140351,23601107,20740458,23601107
159,India,Telecom,Telecom,India Telecom Ltd,FY2019,N,Q4,,,0,65267233,,65267233,8483090,,8483090,73750323,0,73750323,17858120,,17858120,16718624,,16718624,5496975,,5496975,2485824,,2485824,42559543,0,42559543,31190780,0,31190780,42%,,42%,,,0,,,0,1988344,,1988344,29202436,0,29202436,40%,,40%,2190242,,2190242,5338658,,5338658,5840487,0,5840487,20213533,0,20213533,27%,,27%,349748,,349748,9488538,,9488538,41230964,0,41230964,-2658812,,-2658812,-8974062,,-8974062,-11632874,0,-11632874,,,,,,,0,29598090,0,29598090,1214109,,1214109,84452970,0,84452970,1575689,,1575689,46123576,0,46123576,38329394,0,38329394
160,India,Financial Services,Financial Services,India Financial Services Ltd,FY2018,N,Q1,,,0,63124005,63819259,63124005,8239088,7781447,8239088,71363093,71600706,71363093,22875064,20767267,22875064,29486759,15161085,29486759,7502649,8321713,7502649,1670187,2266038,1670187,61534659,46516103,61534659,9828434,25084603,9828434,14%,35%,14%,,,0,,,0,2182456,2528532,2182456,7645978,22556071,7645978,11%,32%,11%,2197952,1759899,2197952,5148048,7058969,5148048,1529196,4511214,1529196,3166686,12745787,3166686,4%,18%,4%,108665,480208,108665,7093420,6810068,7093420,17046015,31606246,17046015,-1096170,-4425714,-1096170,-7414651,-4848071,-7414651,-8510821,-9273785,-8510821,,,,,,,0,8535194,22332461,8535194,4384945,2432674,4384945,82841458,80843448,82841458,1714768,2026317,1714768,65431883,51070952,65431883,17409575,29772496,17409575
161,India,Financial Services,Financial Services,India Financial Services Ltd,FY2018,N,Q2,,,0,73392101,64067631,73392101,5437322,8906954,5437322,78829423,72974585,78829423,21389842,20172451,21389842,21934577,22621152,21934577,7132581,9341395,7132581,1482050,2807487,1482050,51939050,54942485,51939050,26890373,18032100,26890373,34%,25%,34%,,,0,,,0,2199766,2711895,2199766,24690607,15320205,24690607,31%,21%,31%,2108159,1353929,2108159,5990396,6024928,5990396,4938121,3064041,4938121,15870249,7585165,15870249,20%,10%,20%,246358,298882,246358,9540881,5557954,9540881,36586005,22530970,36586005,-6331786,-3974618,-6331786,-2043950,-8391337,-2043950,-8375736,-12365955,-8375736,,,,,,,0,28210269,10165015,28210269,1865035,4399607,1865035,90235339,82932146,90235339,1633606,3355801,1633606,55772422,61010181,55772422,34462917,21921965,34462917
162,India,Financial Services,Financial Services,India Financial Services Ltd,FY2018,N,Q3,,,0,65992871,79235627,65992871,5235336,9757045,5235336,71228207,88992672,71228207,15789456,15806574,15789456,22525350,26627178,22525350,5251045,7233241,5251045,2396400,1009720,2396400,45962251,50676713,45962251,25265956,38315959,25265956,35%,43%,35%,,,0,,,0,1010240,3533844,1010240,24255716,34782115,24255716,34%,39%,34%,1238627,2582450,1238627,7567662,5357888,7567662,4851143,6956423,4851143,13075538,25050254,13075538,18%,28%,18%,206006,256992,206006,7882051,5278923,7882051,33582400,42900480,33582400,-3485415,-9294243,-3485415,-9953098,-2335933,-9953098,-13438513,-11630176,-13438513,,,,,,,0,20143887,31270304,20143887,2549104,3331763,2549104,81659362,97603358,81659362,2338544,1996946,2338544,49311035,56207503,49311035,32348327,41395855,32348327
163,India,Financial Services,Financial Services,India Financial Services Ltd,FY2018,N,Q4,,,0,64996214,69830957,64996214,7834641,6200764,7834641,72830855,76031721,72830855,24966883,18500026,24966883,25603507,28498773,25603507,8264434,8346096,8264434,1637525,2648940,1637525,60472349,57993835,60472349,12358506,18037886,12358506,17%,24%,17%,,,0,,,0,2796995,2527178,2796995,9561511,15510708,9561511,13%,20%,13%,2853440,1054663,2853440,7321189,6291908,7321189,1912302,3102142,1912302,3181460,7171321,3181460,4%,9%,4%,106252,495248,106252,6716758,6105598,6716758,19237961,23166217,19237961,-5469907,-6138096,-5469907,-4926306,-2333356,-4926306,-10396213,-8471452,-10396213,,,,,,,0,8841748,14694765,8841748,2931103,3041134,2931103,82478716,85178453,82478716,2466555,2515276,2466555,65735899,63036289,65735899,16742817,22142164,16742817
164,India,Financial Services,Financial Services,India Financial Services Ltd,FY2019,N,Q1,,,0,64765283,71112386,64765283,5243814,7763151,5243814,70009097,78875537,70009097,20313657,18431176,20313657,24060386,22439670,24060386,7521400,7843264,7521400,2741038,1142571,2741038,54636481,49856681,54636481,15372616,29018856,15372616,22%,37%,22%,,,0,,,0,2092095,1907261,2092095,13280521,27111595,13280521,19%,34%,19%,2221582,2334877,2221582,5008512,6386648,5008512,2656104,5422319,2656104,7837487,17637505,7837487,11%,22%,11%,85148,263692,85148,6831256,5092136,6831256,22418507,34802300,22418507,-3583884,-6533924,-3583884,-5186037,-4452689,-5186037,-8769921,-10986613,-8769921,,,,,,,0,13648586,23815687,13648586,1154774,2718084,1154774,77995127,86685757,77995127,2951525,3021905,2951525,59680101,54785847,59680101,18315026,31899910,18315026
165,India,Financial Services,Financial Services,India Financial Services Ltd,FY2019,N,Q2,,,0,65729473,76040043,65729473,5243850,5624540,5243850,70973323,81664583,70973323,18264104,21141942,18264104,18864391,19098723,18864391,7190680,7200739,7190680,2850100,2689643,2850100,47169275,50131047,47169275,23804048,31533536,23804048,34%,39%,34%,,,0,,,0,4412955,1034005,4412955,19391093,30499531,19391093,27%,37%,27%,1545418,2056621,1545418,6164955,5393795,6164955,3878219,6099906,3878219,10893337,21062451,10893337,15%,26%,15%,377958,73609,377958,9251798,6601138,9251798,30566267,39230899,30566267,-1955199,-5104431,-1955199,-8738660,-6300111,-8738660,-10693859,-11404542,-10693859,,,,,,,0,19872408,27826357,19872408,2381069,3200249,2381069,82606190,91465970,82606190,3251417,3676693,3251417,54833647,54841745,54833647,27772543,36624225,27772543
166,India,Financial Services,Financial Services,India Financial Services Ltd,FY2019,Y,Q3,,,0,74039445,66880225,74039445,8840504,7617218,8840504,82879949,74497443,82879949,16376799,19498943,16376799,16557002,25386693,16557002,9073189,6580600,9073189,2771613,1162982,2771613,44778603,52629218,44778603,38101346,21868225,38101346,46%,29%,46%,,,0,,,0,4901511,4612874,4901511,33199835,17255351,33199835,40%,23%,40%,2387994,2476018,2387994,7556405,7296971,7556405,6639967,3451070,6639967,21391457,8983328,21391457,26%,12%,26%,106934,283819,106934,7276330,5796745,7276330,42971093,25811933,42971093,-7583577,-3598852,-7583577,-6415187,-1879591,-6415187,-13998764,-5478443,-13998764,,,,,,,0,28972329,20333490,28972329,1772035,4640061,1772035,91928314,84934249,91928314,1841606,1907112,1841606,51521720,59149204,51521720,40406594,25785045,40406594
167,India,Financial Services,Financial Services,India Financial Services Ltd,FY2019,N,Q4,,,0,75998051,,75998051,5082622,,5082622,81080673,0,81080673,21895584,,21895584,23167776,,23167776,8930897,,8930897,2301196,,2301196,56295453,0,56295453,24785220,0,24785220,31%,,31%,,,0,,,0,2906223,,2906223,21878997,0,21878997,27%,,27%,1891149,,1891149,5138569,,5138569,4375799,0,4375799,14255778,0,14255778,18%,,18%,211597,,211597,8038607,,8038607,32020350,0,32020350,-7326097,,-7326097,-9976147,,-9976147,-17302244,0,-17302244,,,,,,,0,14718106,0,14718106,3065652,,3065652,92184932,0,92184932,3000671,,3000671,62202347,0,62202347,29982585,0,29982585
168,India,Financial Services,Capital,India Capital Ltd,FY2018,N,Q1,,,0,73865161,62314592,73865161,9539989,9566354,9539989,83405150,71880946,83405150,15925363,18452360,15925363,18784231,16777379,18784231,5889657,9702490,5889657,1932928,1318717,1932928,42532179,46250946,42532179,40872971,25630000,40872971,49%,36%,49%,,,0,,,0,2447601,2106953,2447601,38425370,23523047,38425370,46%,33%,46%,2706594,2434800,2706594,7125727,5354947,7125727,7685074,4704609,7685074,26321163,15898291,26321163,32%,22%,32%,278894,277955,278894,5425629,6299640,5425629,46836487,32535442,46836487,-1483398,-8388112,-1483398,-2369333,-2881750,-2369333,-3852731,-11269862,-3852731,,,,,,,0,42983756,21265580,42983756,2080642,2699016,2080642,90911421,80879602,90911421,1626240,3896167,1626240,46606020,52254066,46606020,44305401,28625536,44305401
169,India,Financial Services,Capital,India Capital Ltd,FY2018,N,Q2,,,0,74006081,77380253,74006081,8233721,5931755,8233721,82239802,83312008,82239802,19966171,18624222,19966171,20064396,28768240,20064396,5912506,7219061,5912506,1984138,1181487,1984138,47927211,55793010,47927211,34312591,27518998,34312591,42%,33%,42%,,,0,,,0,2365027,1086264,2365027,31947564,26432734,31947564,39%,32%,39%,1618151,1023577,1618151,7601740,6468924,7601740,6389513,5286547,6389513,19574462,15700840,19574462,24%,19%,24%,457081,324914,457081,5097075,7340965,5097075,39119871,35122190,39119871,-9120873,-2597419,-9120873,-7530710,-8288448,-7530710,-16651583,-10885867,-16651583,,,,,,,0,22468288,24236323,22468288,1534743,3309647,1534743,88871620,93962620,88871620,2828607,2785358,2828607,53120845,59664632,53120845,35750775,34297988,35750775
170,India,Financial Services,Capital,India Capital Ltd,FY2018,N,Q3,,,0,76319658,66660500,76319658,8094733,9180937,8094733,84414391,75841437,84414391,21767829,24176870,21767829,22574096,15397523,22574096,6485059,8439760,6485059,1682461,2107531,1682461,52509445,50121684,52509445,31904946,25719753,31904946,38%,34%,38%,,,0,,,0,3040528,1763278,3040528,28864418,23956475,28864418,34%,32%,34%,2584123,2733501,2584123,6471031,7094984,6471031,5772884,4791295,5772884,19204626,14803697,19204626,23%,20%,23%,82908,158679,82908,6435037,9199258,6435037,37966486,36047913,37966486,-2789562,-7486771,-2789562,-8532250,-9230959,-8532250,-11321812,-16717730,-11321812,,,,,,,0,26644674,19330183,26644674,2183642,2808895,2183642,93033070,87849590,93033070,3506255,1882856,3506255,59056228,53767818,59056228,33976842,34081772,33976842
171,India,Financial Services,Capital,India Capital Ltd,FY2018,N,Q4,,,0,67460263,67558567,67460263,7724219,6159332,7724219,75184482,73717899,75184482,15868330,20387448,15868330,17533363,26562268,17533363,5694140,7164575,5694140,2269815,2473651,2269815,41365648,56587942,41365648,33818834,17129957,33818834,45%,23%,45%,,,0,,,0,2344719,4002798,2344719,31474115,13127159,31474115,42%,18%,42%,2051565,1615105,2051565,5103862,7491013,5103862,6294823,2625432,6294823,22126995,4625819,22126995,29%,6%,29%,366901,385976,366901,8137270,7654308,8137270,42029851,22782548,42029851,-3441855,-1315360,-3441855,-5628925,-1501294,-5628925,-9070780,-2816654,-9070780,,,,,,,0,32959071,19965894,32959071,3788942,3317560,3788942,87110694,84689767,87110694,2845517,3983643,2845517,46555884,64574383,46555884,40554810,20115384,40554810
172,India,Financial Services,Capital,India Capital Ltd,FY2019,N,Q1,,,0,66898511,77797358,66898511,5050363,5417702,5050363,71948874,83215060,71948874,18167978,15994196,18167978,17703942,29128287,17703942,9006509,5148772,9006509,1897544,1613340,1897544,46775973,51884595,46775973,25172901,31330465,25172901,35%,38%,35%,,,0,,,0,4096216,3106170,4096216,21076685,28224295,21076685,29%,34%,29%,2888049,2503305,2888049,7681730,6866645,7681730,4215337,5644859,4215337,12067667,18216096,12067667,17%,22%,17%,131910,354510,131910,5902411,8515627,5902411,29999055,39597737,29999055,-4506323,-5843442,-4506323,-3487923,-1996346,-3487923,-7994246,-7839788,-7994246,,,,,,,0,22004809,31757949,22004809,2457151,1792288,2457151,80308436,93522975,80308436,2616496,1967736,2616496,53488685,56958501,53488685,26819751,36564474,26819751
173,India,Financial Services,Capital,India Capital Ltd,FY2019,N,Q2,,,0,73863166,77505315,73863166,9485314,9772768,9485314,83348480,87278083,83348480,17002296,23446967,17002296,23442024,16896825,23442024,8971029,6267725,8971029,2072543,2549472,2072543,51487892,49160989,51487892,31860588,38117094,31860588,38%,44%,38%,,,0,,,0,1248427,1207863,1248427,30612161,36909231,30612161,37%,42%,37%,2815646,2324981,2815646,6758645,6979831,6758645,6122432,7381846,6122432,20546730,24872535,20546730,25%,28%,25%,479312,214857,479312,9919651,5369127,9919651,43826770,44818196,43826770,-8778566,-9351751,-8778566,-6382204,-9626170,-6382204,-15160770,-18977921,-15160770,,,,,,,0,28666000,25840275,28666000,1076257,2135484,1076257,94344388,94782694,94344388,3399311,2177165,3399311,56135630,52546017,56135630,38208758,42236677,38208758
174,India,Financial Services,Capital,India Capital Ltd,FY2019,Y,Q3,,,0,63186627,74407157,63186627,6955348,8378773,6955348,70141975,82785930,70141975,15028711,17847588,15028711,22822711,16455081,22822711,6199518,7367248,6199518,1405514,1825480,1405514,45456454,43495397,45456454,24685521,39290533,24685521,35%,47%,35%,,,0,,,0,2456965,1604304,2456965,22228556,37686229,22228556,32%,46%,32%,1646938,2918527,1646938,5928427,6824789,5928427,4445711,7537246,4445711,13501356,26242721,13501356,19%,32%,19%,53118,279994,53118,5693233,9757141,5693233,29621845,50641891,29621845,-8443552,-4108739,-8443552,-9009509,-9576279,-9009509,-17453061,-13685018,-17453061,,,,,,,0,12168784,36956873,12168784,4791072,4812589,4791072,80626280,97355660,80626280,2223412,2045560,2223412,50136831,47145261,50136831,30489449,50210399,30489449
175,India,Financial Services,Capital,India Capital Ltd,FY2019,N,Q4,,,0,63056501,,63056501,5667613,,5667613,68724114,0,68724114,16597695,,16597695,24312258,,24312258,5970672,,5970672,1633607,,1633607,48514232,0,48514232,20209882,0,20209882,29%,,29%,,,0,,,0,1383095,,1383095,18826787,0,18826787,27%,,27%,2616716,,2616716,7215256,,7215256,3765357,0,3765357,10462890,0,10462890,15%,,15%,478731,,478731,8829580,,8829580,30751814,0,30751814,-7445986,,-7445986,-1211779,,-1211779,-8657765,0,-8657765,,,,,,,0,22094049,0,22094049,3288598,,3288598,80842292,0,80842292,2157349,,2157349,52054676,0,52054676,28787616,0,28787616
176,United States,Financial Services,Capital,United States Capital Ltd,FY2018,N,Q1,,,0,49774960,53935284,49774960,7540338,5700657,7540338,57315298,59635941,57315298,16115095,15851024,16115095,23305701,23247500,23305701,9002052,5790063,9002052,1922950,2467349,1922950,50345798,47355936,50345798,6969500,12280005,6969500,12%,21%,12%,,,0,,,0,2567309,1557120,2567309,4402191,10722885,4402191,8%,18%,8%,1441271,1613955,1441271,7954855,6570204,7954855,880438,2144577,880438,-2991831,3622059,-2991831,-5%,6%,-5%,289844,434365,289844,7376542,9207180,7376542,13509848,21978385,13509848,-2708114,-7435306,-2708114,-9812298,-8498944,-9812298,-12520412,-15934250,-12520412,,,,,9210920,6192733,9210920,10200356,12236868,10200356,4741202,3343729,4741202,69433042,72186850,69433042,3045519,2412626,3045519,55958626,51325682,55958626,13474416,20861168,13474416
177,United States,Financial Services,Capital,United States Capital Ltd,FY2018,N,Q2,,,0,53275283,46951196,53275283,8770904,6712593,8770904,62046187,53663789,62046187,22408550,23727277,22408550,15990417,21689242,15990417,9055689,7129071,9055689,2897839,1960735,2897839,50352495,54506325,50352495,11693692,-842536,11693692,19%,-2%,19%,,,0,,,0,3376434,2336282,3376434,8317258,-3178818,8317258,13%,-6%,13%,2781448,2246093,2781448,5239488,7417185,5239488,1663452,0,1663452,4195766,-8349910,4195766,7%,-16%,7%,244217,151501,244217,8157906,7943123,8157906,19500829,7161899,19500829,-4373047,-8281051,-4373047,-9693640,-6310406,-9693640,-14066687,-14591457,-14066687,,,,,5530140,7567374,5530140,10964282,137816,10964282,4382269,1802568,4382269,74586362,63409480,74586362,3741552,1835877,3741552,57470481,58678484,57470481,17115881,4730996,17115881
178,United States,Financial Services,Capital,United States Capital Ltd,FY2018,N,Q3,,,0,53275798,54248544,53275798,5753301,9676653,5753301,59029099,63925197,59029099,16113989,16954342,16113989,22626109,18002319,22626109,8671372,6661903,8671372,2373425,1354151,2373425,49784895,42972715,49784895,9244204,20952482,9244204,16%,33%,16%,,,0,,,0,2166357,4295316,2166357,7077847,16657166,7077847,12%,26%,12%,2685419,2226987,2685419,7533569,5681706,7533569,1415569,3331433,1415569,814128,9871014,814128,1%,15%,1%,176815,134416,176815,9336679,8709065,9336679,19276760,27727634,19276760,-1062020,-4675790,-1062020,-1123600,-5848945,-1123600,-2185620,-10524735,-2185620,,,,,2100787,7063838,2100787,19191927,24266737,19191927,1673539,3413510,1673539,70039317,76047772,70039317,2085753,1734795,2085753,54037005,49002826,54037005,16002312,27044946,16002312
179,United States,Financial Services,Capital,United States Capital Ltd,FY2018,N,Q4,,,0,51746644,48894895,51746644,5118370,5513306,5118370,56865014,54408201,56865014,15205616,22720067,15205616,23721165,26930207,23721165,8443172,9634338,8443172,2694791,1279011,2694791,50064744,60563623,50064744,6800270,-6155422,6800270,12%,-11%,12%,,,0,,,0,3389205,3914431,3389205,3411065,-10069853,3411065,6%,-19%,6%,1676211,1222892,1676211,7587597,5601662,7587597,682213,0,682213,-3182534,-14448623,-3182534,-6%,-27%,-6%,52885,126465,52885,7310508,7352851,7310508,12450669,-1367645,12450669,-1438582,-1880345,-1438582,-9520806,-1636210,-9520806,-10959388,-3516555,-10959388,,,,,9137489,2458007,9137489,10628770,-2426193,10628770,2223782,4307992,2223782,66399304,66069044,66399304,3910977,3933936,3910977,57364926,68411990,57364926,9034378,-2342946,9034378
180,United States,Financial Services,Capital,United States Capital Ltd,FY2019,N,Q1,,,0,56586339,52825425,56586339,6290843,8532196,6290843,62877182,61357621,62877182,22807231,24409037,22807231,28747361,19170525,28747361,6987259,7515749,6987259,2210506,1336919,2210506,60752357,52432230,60752357,2124825,8925391,2124825,3%,15%,3%,,,0,,,0,1650950,2798311,1650950,473875,6127080,473875,1%,10%,1%,2310693,1317906,2310693,5276630,7414167,5276630,94775,1225416,94775,-2586837,-1194597,-2586837,-4%,-2%,-4%,234362,386858,234362,6288671,5582543,6288671,9307601,13414387,9307601,-8237744,-8454591,-8237744,-4044393,-8125925,-4044393,-12282137,-16580516,-12282137,,,,,5821892,2453489,5821892,2847356,-712640,2847356,3331439,1169186,3331439,72497292,68109350,72497292,1935121,1786253,1935121,64338428,57016794,64338428,8158864,11092556,8158864
